ID,CÓDIGO,NOME PARLAMENTAR,NOME CIVIL,N PROCESSO,CLASSE,LEGISLATURA,LISTA_FACHIN
1119,178967,JOAO PAULO KLEINUBING,JOAO PAULO KARAM KLEINUBING,4103,Inq,2015-2018,
563,160549,JOAO PAULO LIMA,JOAO PAULO LIMA E SILVA,578,AP,2011-2014,
564,160549,JOAO PAULO LIMA,JOAO PAULO LIMA E SILVA,559,AP,2011-2014,
565,160549,JOAO PAULO LIMA,JOAO PAULO LIMA E SILVA,591,AP,2011-2014,
566,160549,JOAO PAULO LIMA,JOAO PAULO LIMA E SILVA,561,AP,2011-2014,
567,160549,JOAO PAULO LIMA,JOAO PAULO LIMA E SILVA,3222,Inq,2011-2014,
568,160571,JOAO RODRIGUES,JOAO RODRIGUES,3838,Inq,2011-2014,
165,73658,JOFRAN FREJAT,JOFRAN FREJAT,2548,Inq,2006-2010,
166,73658,JOFRAN FREJAT,JOFRAN FREJAT,2776,Inq,2006-2010,
167,73658,JOFRAN FREJAT,JOFRAN FREJAT,2583,Inq,2006-2010,
572,74388,JORGE BOEIRA,JORGE CATARINO LEONARDELI BOEIRA,3164,Inq,2011-2014,
1035,160572,JORGE CORTE REAL,JORGE WICKS CORTE REAL,4347,Inq,2015-2018,
586,73536,JOSE ANIBAL,JOSE ANIBAL PERES DE PONTES,3815,Inq,2011-2014,
587,73536,JOSE ANIBAL,JOSE ANIBAL PERES DE PONTES,3822,Inq,2011-2014,
588,73536,JOSE ANIBAL,JOSE ANIBAL PERES DE PONTES,3824,Inq,2011-2014,
589,73536,JOSE ANIBAL,JOSE ANIBAL PERES DE PONTES,3878,Inq,2011-2014,
591,160661,JOSE AUGUSTO MAIA,JOSE AUGUSTO MAIA,680,AP,2011-2014,
592,160661,JOSE AUGUSTO MAIA,JOSE AUGUSTO MAIA,674,AP,2011-2014,
593,160661,JOSE AUGUSTO MAIA,JOSE AUGUSTO MAIA,3895,Inq,2011-2014,
594,160661,JOSE AUGUSTO MAIA,JOSE AUGUSTO MAIA,3143,Inq,2011-2014,
1177,74553,JOSE CARLOS ALELUIA,JOSE CARLOS ALELUIA COSTA,4388,Inq,2015-2018,FACHIN
187,141466,JOSE FERNANDO APARECIDO DE OLIVEIRA,JOSE FERNANDO APARECIDO DE OLIVEIRA,2679,Inq,2006-2010,
1095,131966,JOSE FOGACA,JOSE ALBERTO FOGACA DE MEDEIROS,4224,Inq,2015-2018,
192,73540,JOSE GENOINO,JOSE GENOINO NETO,420,AP,2006-2010,
193,73540,JOSE GENOINO,JOSE GENOINO NETO,2461,Inq,2006-2010,
194,73540,JOSE GENOINO,JOSE GENOINO NETO,470,AP,2006-2010,
917,141470,JOSE GUIMARAES,JOSE NOBRE GUIMARAES,4259,Inq,2015-2018,
918,141470,JOSE GUIMARAES,JOSE NOBRE GUIMARAES,2994,Inq,2015-2018,
200,74297,JOSE LINHARES,JOSE LINHARES PONTE,2720,Inq,2006-2010,
1137,74275,JOSE MENTOR,JOSE MENTOR GUILHERME DE MELLO NETTO,3995,Inq,2015-2018,
1138,74275,JOSE MENTOR,JOSE MENTOR GUILHERME DE MELLO NETTO,3994,Inq,2015-2018,
1139,74275,JOSE MENTOR,JOSE MENTOR GUILHERME DE MELLO NETTO,4218,Inq,2015-2018,
606,160619,JOSE NUNES,JOSE NUNES SOARES,3270,Inq,2011-2014,
201,74395,JOSE OTAVIO GERMANO,JOSE OTAVIO GERMANO,2842,Inq,2006-2010,
607,74395,JOSE OTAVIO GERMANO,JOSE OTAVIO GERMANO,3556,Inq,2011-2014,
1096,74395,JOSE OTAVIO GERMANO,JOSE OTAVIO GERMANO,3991,Inq,2015-2018,
1097,74395,JOSE OTAVIO GERMANO,JOSE OTAVIO GERMANO,3989,Inq,2015-2018,
1098,74395,JOSE OTAVIO GERMANO,JOSE OTAVIO GERMANO,3980,Inq,2015-2018,
595,74079,JOSE PRIANTE,JOSE BENITO PRIANTE JUNIOR,596,AP,2011-2014,
949,73714,JOSE REINALDO,Jose Reinaldo Carneiro Tavares,988,AP,2015-2018,
1190,73714,JOSE REINALDO,JOSE REINALDO CARNEIRO TAVARES,4412,Inq,2015-2018,FACHIN
602,160607,JOSE STEDILE,JOSE LUIZ STEDILE,599,AP,2011-2014,
603,160607,JOSE STEDILE,JOSE LUIZ STEDILE,3582,Inq,2011-2014,
604,160607,JOSE STEDILE,JOSE LUIZ STEDILE,3825,Inq,2011-2014,
1099,160607,JOSE STEDILE,JOSE LUIZ STEDILE,3825,Inq,2015-2018,
1100,160607,JOSE STEDILE,JOSE LUIZ STEDILE,599,AP,2015-2018,
614,74141,JOSIAS GOMES,JOSIAS GOMES DA SILVA,3212,Inq,2011-2014,
615,74351,JOSUE BENGTSON,JOSUE BENGTSON,695,AP,2011-2014,
616,74351,JOSUE BENGTSON,JOSUE BENGTSON,702,AP,2011-2014,
1004,74351,JOSUE BENGTSON,JOSUE BENGTSON,695,AP,2015-2018,
858,178851,JOZI ARAUJO,JOZIANE ARAUJO NASCIMENTO,4235,Inq,2015-2018,
618,160519,JULIO CAMPOS,JULIO JOSE DE CAMPOS,582,AP,2011-2014,
619,160519,JULIO CAMPOS,JULIO JOSE DE CAMPOS,3290,Inq,2011-2014,
620,160519,JULIO CAMPOS,JULIO JOSE DE CAMPOS,3574,Inq,2011-2014,
621,160519,JULIO CAMPOS,JULIO JOSE DE CAMPOS,3730,Inq,2011-2014,
622,160519,JULIO CAMPOS,JULIO JOSE DE CAMPOS,3162,Inq,2011-2014,
617,73586,JULIO DELGADO,JULIO CESAR DELGADO,3593,Inq,2011-2014,
623,74253,JULIO LOPES,JULIO LUIZ BAPTISTA LOPES,3323,Inq,2011-2014,
624,74253,JULIO LOPES,JULIO LUIZ BAPTISTA LOPES,3414,Inq,2011-2014,
1079,74253,JULIO LOPES,JULIO LUIZ BAPTISTA LOPES,3414,Inq,2015-2018,
1208,74253,JULIO LOPES,JULIO LUIZ BAPTISTA LOPES,4451,Inq,2015-2018,FACHIN
203,74783,JULIO SEMEGHINI,JULIO FRANCISCO SEMEGHINI NETO,2665,Inq,2006-2010,
776,160648,JUNIOR COIMBRA,RAIMUNDO COIMBRA JUNIOR,3406,Inq,2011-2014,
625,160544,JUNJI ABE,JUNJI ABE,3395,Inq,2011-2014,
626,160544,JUNJI ABE,JUNJI ABE,3542,Inq,2011-2014,
204,74346,JURANDIL JUAREZ,JURANDIL DOS SANTOS JUAREZ,2709,Inq,2006-2010,
1181,74570,JUTAHY JUNIOR,JUTAHY MAGALHAES JUNIOR,4397,Inq,2015-2018,FACHIN
205,141477,JUVENIL,JUVENIL ALVES FERREIRA FILHO,2636,Inq,2006-2010,
1052,178918,KAIO MANICOBA,KAIO CESAR DE MOURA MANICOBA NOVAES FERRAZ,4105,Inq,2015-2018,
935,141478,LAERTE BESSA,LAERTE RODRIGUES DE BESSA,4348,Inq,2015-2018,
206,141480,LAZARO BOTELHO,LAZARO BOTELHO MARTINS,2907,Inq,2006-2010,
1161,141480,LAZARO BOTELHO,LAZARO BOTELHO MARTINS,3989,Inq,2015-2018,
207,141481,LEANDRO SAMPAIO,LEANDRO JOSE MENDES SAMPAIO FERNANDES,442,AP,2006-2010,
208,141481,LEANDRO SAMPAIO,LEANDRO JOSE MENDES SAMPAIO FERNANDES,2552,Inq,2006-2010,
627,74367,LEANDRO VILELA,LEANDRO VILELA VELLOSO,3752,Inq,2011-2014,
445,160557,LELO COIMBRA,CLAUDIO ALBERTO CASTELO BRANCO PUTY,3505,Inq,2011-2014,
628,141562,LELO COIMBRA,WELINGTON COIMBRA,3071,Inq,2011-2014,
835,141562,LELO COIMBRA,WELINGTON COIMBRA,3583,Inq,2011-2014,
209,74585,LINCOLN PORTELA,LINCOLN DINIZ PORTELA,3037,Inq,2006-2010,
210,141483,LINDOMAR GARCON,LINDOMAR BARBOSA ALVES,462,AP,2006-2010,
211,141483,LINDOMAR GARCON,LINDOMAR BARBOSA ALVES,2753,Inq,2006-2010,
212,141483,LINDOMAR GARCON,LINDOMAR BARBOSA ALVES,2598,Inq,2006-2010,
1109,141483,LINDOMAR GARCON,LINDOMAR BARBOSA ALVES,4020,Inq,2015-2018,
1110,141483,LINDOMAR GARCON,LINDOMAR BARBOSA ALVES,925,AP,2015-2018,
151,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,517,AP,2006-2010,
152,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,518,AP,2006-2010,
153,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,524,AP,2006-2010,
154,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,484,AP,2006-2010,
155,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,2991,Inq,2006-2010,
156,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,3049,Inq,2006-2010,
157,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,2632,Inq,2006-2010,
158,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,3058,Inq,2006-2010,
159,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,2578,Inq,2006-2010,
160,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,3057,Inq,2006-2010,
161,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,2685,Inq,2006-2010,
162,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,3036,Inq,2006-2010,
163,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,2875,Inq,2006-2010,
164,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,2630,Inq,2006-2010,
570,141462,LIRA MAIA,JOAQUIM DE LIRA MAIA,3301,Inq,2011-2014,
213,74397,LUCIANA GENRO,LUCIANA KREBS GENRO,2803,Inq,2006-2010,
214,74397,LUCIANA GENRO,LUCIANA KREBS GENRO,2802,Inq,2006-2010,
629,160628,LUCIANA SANTOS,LUCIANA BARBOSA DE OLIVEIRA SANTOS,861,AP,2011-2014,
630,160628,LUCIANA SANTOS,LUCIANA BARBOSA DE OLIVEIRA SANTOS,3613,Inq,2011-2014,
631,160628,LUCIANA SANTOS,LUCIANA BARBOSA DE OLIVEIRA SANTOS,3642,Inq,2011-2014,
1053,160628,LUCIANA SANTOS,LUCIANA BARBOSA DE OLIVEIRA SANTOS,3613,Inq,2015-2018,
1111,178954,LUCIO MOSQUINI,LUCIO ANTONIO MOSQUINI,4006,Inq,2015-2018,
1199,94931,LUCIO VIEIRA LIMA,LUCIO QUADROS VIEIRA LIMA,4437,Inq,2015-2018,FACHIN
632,73483,LUIS CARLOS HEINZE,LUIS CARLOS HEINZE,3862,Inq,2011-2014,
1101,73483,LUIS CARLOS HEINZE,LUIS CARLOS HEINZE,3989,Inq,2015-2018,
,73483,LUIS CARLOS HEINZE,LUIS CARLOS HEINZE,3948,Inq,2015-2018,
633,160510,LUIS TIBE,LUIS HENRIQUE DE OLIVEIRA RESENDE,3500,Inq,2011-2014,
634,160510,LUIS TIBE,LUIS HENRIQUE DE OLIVEIRA RESENDE,3744,Inq,2011-2014,
985,160510,LUIS TIBE,LUIS HENRIQUE DE OLIVEIRA RESENDE,3500,Inq,2015-2018,
986,160510,LUIS TIBE,LUIS HENRIQUE DE OLIVEIRA RESENDE,3744,Inq,2015-2018,
561,160547,LUIZ ARGOLO,JOAO LUIZ CORREIA ARGOLO DOS SANTOS,3147,Inq,2011-2014,
562,160547,LUIZ ARGOLO,JOAO LUIZ CORREIA ARGOLO DOS SANTOS,3274,Inq,2011-2014,
218,74810,LUIZ BITTENCOURT,LUIZ JOSE BITTENCOURT,2587,Inq,2006-2010,
635,73778,LUIZ CARLOS HAULY,LUIZ CARLOS JORGE HAULY,3758,Inq,2011-2014,
1112,178955,LUIZ CLAUDIO,LUIZ CLAUDIO PEREIRA ALVES,4057,Inq,2015-2018,
987,141487,LUIZ FERNANDO FARIA,LUIZ FERNANDO RAMOS FARIA,3991,Inq,2015-2018,
988,141487,LUIZ FERNANDO FARIA,LUIZ FERNANDO RAMOS FARIA,3989,Inq,2015-2018,
989,141487,LUIZ FERNANDO FARIA,LUIZ FERNANDO RAMOS FARIA,3980,Inq,2015-2018,
1036,162332,LUIZ NISHIMORI,LUIZ HILOSHI NISHIMORI,3508,Inq,2015-2018,
1037,162332,LUIZ NISHIMORI,LUIZ HILOSHI NISHIMORI,3850,Inq,2015-2018,
636,160550,LUIZ PITIMAN,LUIZ CARLOS PIETSCHMANN,3818,Inq,2011-2014,
919,178866,LUIZIANNE LINS,LUIZIANNE DE OLIVEIRA LINS,997,AP,2015-2018,
920,178867,MACEDO,JOSE MARIA MACEDO JUNIOR,980,AP,2015-2018,
122,74802,MAGELA,GERALDO MAGELA PEREIRA,2788,Inq,2006-2010,
500,74802,MAGELA,GERALDO MAGELA PEREIRA,3527,Inq,2011-2014,
1072,151965,MAIA FILHO,JOSE DE ANDRADE MAIA FILHO,4239,Inq,2015-2018,
973,160633,MANDETTA,LUIZ HENRIQUE MANDETTA,3949,Inq,2015-2018,
219,74456,MANOEL SALVIANO,MANOEL SALVIANO SOBRINHO,2876,Inq,2006-2010,
220,74456,MANOEL SALVIANO,MANOEL SALVIANO SOBRINHO,2477,Inq,2006-2010,
637,76287,MARCELO MATOS,MARCELO VIVIANI GONCALVES,3649,Inq,2011-2014,
638,76287,MARCELO MATOS,MARCELO VIVIANI GONCALVES,3082,Inq,2011-2014,
1140,178983,MARCIO ALVINO,MARCIO LUIZ ALVINO DE SOUZA,3952,Inq,2015-2018,
640,141497,MARCIO FRANCA,MARCIO LUIZ FRANCA GOMES,3641,Inq,2011-2014,
221,141496,MARCIO JUNQUEIRA,MARCIO HENRIQUE JUNQUEIRA PEREIRA,2703,Inq,2006-2010,
222,141496,MARCIO JUNQUEIRA,MARCIO HENRIQUE JUNQUEIRA PEREIRA,2926,Inq,2006-2010,
223,141496,MARCIO JUNQUEIRA,MARCIO JUNQUEIRA,2986,Inq,2006-2010,
639,160542,MARCIO MACEDO,MARCIO COSTA MACEDO,3535,Inq,2011-2014,
226,74744,MARCIO REINALDO MOREIRA,MARCIO REINALDO DIAS MOREIRA,2731,Inq,2006-2010,
227,74744,MARCIO REINALDO MOREIRA,MARCIO REINALDO DIAS MOREIRA,2730,Inq,2006-2010,
1102,133373,MARCO MAIA,MARCO AURELIO SPALL MAIA,4332,Inq,2015-2018,
1103,133373,MARCO MAIA,MARCO AURELIO SPALL MAIA,4261,Inq,2015-2018,
1167,133373,MARCO MAIA,MARCO AURELIO SPALL MAIA,4434,Inq,2015-2018,FACHIN
1168,133373,MARCO MAIA,MARCO AURELIO SPALL MAIA,4385,Inq,2015-2018,FACHIN
645,160536,MARCO TEBALDI,MARCO ANTONIO TEBALDI,556,AP,2011-2014,
646,160536,MARCO TEBALDI,MARCO ANTONIO TEBALDI,560,AP,2011-2014,
647,160536,MARCO TEBALDI,MARCO ANTONIO TEBALDI,555,AP,2011-2014,
648,160536,MARCO TEBALDI,MARCO ANTONIO TEBALDI,595,AP,2011-2014,
649,160536,MARCO TEBALDI,MARCO ANTONIO TEBALDI,3074,Inq,2011-2014,
650,160536,MARCO TEBALDI,MARCO ANTONIO TEBALDI,3753,Inq,2011-2014,
651,160536,MARCO TEBALDI,MARCO ANTONIO TEBALDI,3073,Inq,2011-2014,
652,160536,MARCO TEBALDI,MARCO ANTONIO TEBALDI,3177,Inq,2011-2014,
653,160536,MARCO TEBALDI,MARCO ANTONIO TEBALDI,569,AP,2011-2014,
654,160536,MARCO TEBALDI,MARCO ANTONIO TEBALDI,3904,Inq,2011-2014,
1120,160536,MARCO TEBALDI,MARCO ANTONIO TEBALDI,3073,Inq,2015-2018,
1121,160536,MARCO TEBALDI,MARCO ANTONIO TEBALDI,3753,Inq,2015-2018,
1122,160536,MARCO TEBALDI,MARCO ANTONIO TEBALDI,3904,Inq,2015-2018,
452,160535,MARCON,DIONILSO MATEUS MARCON,3562,Inq,2011-2014,
228,74634,MARCOS MEDRADO,MARCOS ANTONIO MEDRADO,3046,Inq,2006-2010,
655,74634,MARCOS MEDRADO,MARCOS ANTONIO MEDRADO,3178,Inq,2011-2014,
229,141500,MARCOS MONTES,MARCOS MONTES CORDEIRO,2911,Inq,2006-2010,
656,141500,MARCOS MONTES,MARCOS MONTES CORDEIRO,3326,Inq,2011-2014,
859,178852,MARCOS REATEGUI,MARCOS JOSE REATEGUI SOUZA,4237,Inq,2015-2018,
860,178852,MARCOS REATEGUI,MARCOS JOSE REATEGUI SOUZA,942,AP,2015-2018,
861,178852,MARCOS REATEGUI,MARCOS JOSE REATEGUI SOUZA,945,AP,2015-2018,
862,178852,MARCOS REATEGUI,MARCOS JOSE REATEGUI SOUZA,914,AP,2015-2018,
657,159238,MARCUS PESTANA,MARCUS VINICIUS CAETANO PESTANA DA SILVA,3715,Inq,2011-2014,
658,159238,MARCUS PESTANA,MARCUS VINICIUS CAETANO PESTANA DA SILVA,3798,Inq,2011-2014,
1182,74398,MARIA DO ROSARIO,MARIA DO ROSARIO NUNES,4398,Inq,2015-2018,FACHIN
1054,178919,MARINALDO ROSENDO,MARINALDO ROSENDO DE ALBUQUERQUE,998,AP,2015-2018,
1055,178919,MARINALDO ROSENDO,MARINALDO ROSENDO DE ALBUQUERQUE,4299,Inq,2015-2018,
1056,178919,MARINALDO ROSENDO,MARINALDO ROSENDO DE ALBUQUERQUE,4288,Inq,2015-2018,
1057,178919,MARINALDO ROSENDO,MARINALDO ROSENDO DE ALBUQUERQUE,4262,Inq,2015-2018,
235,74747,MARIO DE OLIVEIRA,MARIO DE OLIVEIRA,2727,Inq,2006-2010,
236,74747,MARIO DE OLIVEIRA,MARIO DE OLIVEIRA,2585,Inq,2006-2010,
673,74747,MARIO DE OLIVEIRA,MARIO DE OLIVEIRA,3647,Inq,2011-2014,
237,74158,MARIO HERINGER,MARIO LUCIO HERINGER,3048,Inq,2006-2010,
896,178858,MARIO NEGROMONTE JR.,MARIO SILVIO MENDES NEGROMONTE JUNIOR,3989,Inq,2015-2018,
897,178858,MARIO NEGROMONTE JR.,MARIO SILVIO MENDES NEGROMONTE JUNIOR,3980,Inq,2015-2018,
1179,178858,MARIO NEGROMONTE JR.,MARIO SILVIO MENDES NEGROMONTE JUNIOR,4394,Inq,2015-2018,FACHIN
856,178843,MARX BELTRAO,MARX BELTRAO LIMA SIQUEIRA,931,AP,2015-2018,
241,74050,MAURICIO QUINTELLA LESSA,MAURICIO QUINTELLA MALTA LESSA,2893,Inq,2006-2010,
676,74050,MAURICIO QUINTELLA LESSA,MAURICIO QUINTELLA MALTA LESSA,3705,Inq,2011-2014,
238,141506,MAURICIO TRINDADE,MAURICIO GONCALVES TRINDADE,510,AP,2006-2010,
239,141506,MAURICIO TRINDADE,MAURICIO GONCALVES TRINDADE,2495,Inq,2006-2010,
240,141506,MAURICIO TRINDADE,MAURICIO GONCALVES TRINDADE,2728,Inq,2006-2010,
674,141506,MAURICIO TRINDADE,MAURICIO GONCALVES TRINDADE,3219,Inq,2011-2014,
675,141506,MAURICIO TRINDADE,MAURICIO GONCALVES TRINDADE,3139,Inq,2011-2014,
677,141506,MAURICIO TRINDADE,MAURICIO GONCALVES TRINDADE,3349,Inq,2011-2014,
678,73588,MAURO BENEVIDES,CARLOS MAURO CABRAL BENEVIDES,3682,Inq,2011-2014,
242,141508,MAURO NAZIF,MAURO NAZIF RASUL,2618,Inq,2006-2010,
605,74428,MENDONCA FILHO,JOSE MENDONCA BEZERRA FILHO,3150,Inq,2011-2014,
1176,74787,MILTON MONTI,MILTON ANTONIO CASQUEL MONTI,4443,Inq,2015-2018,FACHIN
1088,74862,MIRO TEIXEIRA,MIRO TEIXEIRA,4377,Inq,2015-2018,
1141,160561,MISSIONARIO JOSE OLIMPIO,JOSE OLIMPIO SILVEIRA MORAES,3989,Inq,2015-2018,
243,139311,MOISES AVELINO,MOISES NOGUEIRA AVELINO,428,AP,2006-2010,
679,133372,NATAN DONADON,NATAN DONADON,3716,Inq,2011-2014,
255,73416,NELSON BORNIER,NELSON ROBERTO BORNIER DE OLIVEIRA,2655,Inq,2006-2010,
256,73416,NELSON BORNIER,NELSON ROBERTO BORNIER DE OLIVEIRA,2865,Inq,2006-2010,
257,73416,NELSON BORNIER,NELSON ROBERTO BORNIER DE OLIVEIRA,2932,Inq,2006-2010,
244,141511,NELSON GOETTEN,NELSON GOETTEN DE LIMA,479,AP,2006-2010,
245,141511,NELSON GOETTEN,NELSON GOETTEN DE LIMA,466,AP,2006-2010,
246,141511,NELSON GOETTEN,NELSON GOETTEN DE LIMA,548,AP,2006-2010,
247,141511,NELSON GOETTEN,NELSON GOETTEN DE LIMA,2603,Inq,2006-2010,
248,141511,NELSON GOETTEN,NELSON GOETTEN DE LIMA,2686,Inq,2006-2010,
249,141511,NELSON GOETTEN,NELSON GOETTEN DE LIMA,2898,Inq,2006-2010,
250,141511,NELSON GOETTEN,NELSON GOETTEN DE LIMA,2765,Inq,2006-2010,
680,160567,NELSON MARCHEZAN JUNIOR,NELSON MARCHEZAN JUNIOR,3925,Inq,2011-2014,
251,73553,NELSON MARQUEZELLI,NELSON MARQUEZELLI,2505,Inq,2006-2010,
681,73553,NELSON MARQUEZELLI,NELSON MARQUEZELLI,3122,Inq,2011-2014,
1142,73553,NELSON MARQUEZELLI,NELSON MARQUEZELLI,4144,Inq,2015-2018,
252,73781,NELSON MEURER,NELSON MEURER,2607,Inq,2006-2010,
253,73781,NELSON MEURER,NELSON MEURER,2506,Inq,2006-2010,
254,73781,NELSON MEURER,NELSON MEURER,3014,Inq,2006-2010,
1038,73781,NELSON MEURER,NELSON MEURER,3989,Inq,2015-2018,
1039,73781,NELSON MEURER,NELSON MEURER,3014,Inq,2015-2018,
1040,73781,NELSON MEURER,NELSON MEURER,996,AP,2015-2018,
682,160566,NELSON PADOVANI,NELSON PADOVANI,3661,Inq,2011-2014,
683,74571,NELSON PELLEGRINO,NELSON VICENTE PORTELA PELLEGRINO,3546,Inq,2011-2014,
1180,74571,NELSON PELLEGRINO,NELSON VICENTE PORTELA PELLEGRINO,4395,Inq,2015-2018,FACHIN
258,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,500,AP,2006-2010,
259,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,453,AP,2006-2010,
260,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,468,AP,2006-2010,
261,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,459,AP,2006-2010,
262,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,452,AP,2006-2010,
263,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2456,Inq,2006-2010,
264,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2464,Inq,2006-2010,
265,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2746,Inq,2006-2010,
266,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2455,Inq,2006-2010,
267,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2465,Inq,2006-2010,
268,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2715,Inq,2006-2010,
269,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2823,Inq,2006-2010,
270,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2710,Inq,2006-2010,
271,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2457,Inq,2006-2010,
272,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2538,Inq,2006-2010,
273,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2458,Inq,2006-2010,
274,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2460,Inq,2006-2010,
275,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2462,Inq,2006-2010,
276,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2466,Inq,2006-2010,
277,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2492,Inq,2006-2010,
278,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2555,Inq,2006-2010,
279,141512,NEUDO CAMPOS,NEUDO RIBEIRO CAMPOS,2647,Inq,2006-2010,
684,74750,NEWTON CARDOSO,NEWTON CARDOSO,703,AP,2011-2014,
685,74750,NEWTON CARDOSO,NEWTON CARDOSO,630,AP,2011-2014,
686,74750,NEWTON CARDOSO,NEWTON CARDOSO,3930,Inq,2011-2014,
687,74750,NEWTON CARDOSO,NEWTON CARDOSO,3141,Inq,2011-2014,
688,74750,NEWTON CARDOSO,NEWTON CARDOSO,3790,Inq,2011-2014,
689,74750,NEWTON CARDOSO,NEWTON CARDOSO,3102,Inq,2011-2014,
690,74750,NEWTON CARDOSO,NEWTON CARDOSO,3069,Inq,2011-2014,
691,74750,NEWTON CARDOSO,NEWTON CARDOSO,3097,Inq,2011-2014,
692,74750,NEWTON CARDOSO,NEWTON CARDOSO,3480,Inq,2011-2014,
,178896,NEWTON CARDOSO JR,NEWTON CARDOSO JUNIOR,3930,Inq,2011-2014,
,178896,NEWTON CARDOSO JR,NEWTON CARDOSO JUNIOR,3790,Inq,2011-2014,
,178896,NEWTON CARDOSO JR,NEWTON CARDOSO JUNIOR,3141,Inq,2011-2014,
990,178896,NEWTON CARDOSO JR,NEWTON CARDOSO JUNIOR,3097,Inq,2015-2018,
991,178896,NEWTON CARDOSO JR,NEWTON CARDOSO JUNIOR,3480,Inq,2015-2018,
992,178896,NEWTON CARDOSO JR,NEWTON CARDOSO JUNIOR,983,AP,2015-2018,
993,178896,NEWTON CARDOSO JR,NEWTON CARDOSO JUNIOR,987,AP,2015-2018,
693,160657,NEWTON LIMA,NEWTON LIMA NETO,568,AP,2011-2014,
694,160657,NEWTON LIMA,NEWTON LIMA NETO,3635,Inq,2011-2014,
280,73594,NILMAR RUIZ,NILMAR GAVINO RUIZ,2732,Inq,2006-2010,
281,73594,NILMAR RUIZ,NILMAR GAVINO RUIZ,3040,Inq,2006-2010,
695,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,645,AP,2011-2014,
696,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3605,Inq,2011-2014,
697,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3331,Inq,2011-2014,
698,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3711,Inq,2011-2014,
699,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3418,Inq,2011-2014,
700,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3420,Inq,2011-2014,
701,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3492,Inq,2011-2014,
702,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3629,Inq,2011-2014,
703,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3630,Inq,2011-2014,
704,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3631,Inq,2011-2014,
705,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3632,Inq,2011-2014,
,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3523,Inq,2011-2014,
965,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,985,AP,2015-2018,
966,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3492,Inq,2015-2018,
967,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3629,Inq,2015-2018,
968,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3630,Inq,2015-2018,
969,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3631,Inq,2015-2018,
970,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3632,Inq,2015-2018,
971,166401,NILSON LEITAO,NILSON APARECIDO LEITAO,3711,Inq,2015-2018,
